,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
14749,HKG000001200339,HKG,3.2,4.2,16.6,20.8,8.7,1.9,32.2,42.8,24,8.2,32.2,23,1.4,babb,4,1,0
14750,HKG000002200656,HKG,0,0,0,0,15.2,2.3,9.5,27,0,9.5,9.5,3,3.166666667,NA,0,0,0
14751,HKG000002200670,HKG,13.9,12.2,0,12.2,12.4,2.4,29.2,44,26.1,3.1,29.2,10,2.92,ab,2,1,0
14752,HKG000002200667,HKG,7.6,5.3,0,5.3,6.5,2.6,43.1,52.2,12.9,30.2,43.1,18,2.394444444,ab,2,1,0
14753,HKG000001900584,HKG,0,0,0,0,8.3,3.6,9.1,21,0,9.1,9.1,3,3.033333333,NA,0,0,0
14754,HKG000001900580,HKG,4.1,13.9,9.3,23.2,14.9,1.9,31.2,48,27.3,3.9,31.2,15,2.08,bab,3,1,0
14755,HKG000002500778,HKG,12.6,7.9,0,7.9,12.5,2.5,23.7,38.7,20.5,3.2,23.7,10,2.37,ab,2,1,0
14756,HKG000002500784,HKG,5.9,7.7,27.9,35.6,10.3,1.8,43.5,55.6,41.5,2,43.5,14,3.107142857,bab,3,1,0
14757,HKG000002500777,HKG,0,0,0,0,10.5,2.8,7.7,21,0,7.7,7.7,3,2.566666667,NA,0,0,0
14758,HKG000004401373,HKG,0,0,0,0,14.2,2.7,16.6,33.5,0,16.6,16.6,3,5.533333333,NA,0,0,0
14759,HKG000004401343,HKG,0,0,0,0,6.5,2.4,5.7,14.6,0,5.7,5.7,3,1.9,NA,0,0,0
14760,HKG000004401354,HKG,0,0,0,0,11.1,2.5,25.7,39.3,0,25.7,25.7,6,4.283333333,NA,0,0,0
14761,HKG000010403253,HKG,0,0,0,0,19.8,3.4,12.6,35.8,0,12.6,12.6,3,4.2,NA,0,0,0
14762,HKG000010403247,HKG,0,55.6,0,55.6,17.3,3,55.6,75.9,55.6,0,55.6,5,11.12,b,1,0,0
14763,HKG000010403246,HKG,0,0,0,0,6.9,2.7,12.1,21.7,0,12.1,12.1,3,4.033333333,NA,0,0,0
14764,HKG000010403252,HKG,2.6,3.3,12.4,15.7,15.6,3.4,23.3,42.3,18.3,5,23.3,16,1.45625,bab,3,1,0
14765,HKG000003901194,HKG,6.1,4.3,11.6,15.9,11.1,4.4,24.1,39.6,22,2.1,24.1,13,1.853846154,bab,3,1,0
14766,HKG000003901216,HKG,0,0,0,0,19.7,2.5,11.8,34,0,11.8,11.8,3,3.933333333,NA,0,0,0
14767,HKG000003901203,HKG,24.6,5.7,5.5,11.2,12.2,2.7,43.9,58.8,35.8,8.1,43.9,24,1.829166667,abaaaaab,8,1,0
14768,HKG000012703996,HKG,0,0,0,0,9.1,4.8,10.9,24.8,0,10.9,10.9,7,1.557142857,NA,0,0,0
14769,HKG000012703997,HKG,22.9,4.1,10.7,14.8,21.1,3.1,42.9,67.1,37.7,5.2,42.9,22,1.95,ababb,5,1,0
14770,HKG000012703991,HKG,0,0,0,0,8.3,4,14.2,26.5,0,14.2,14.2,3,4.733333333,NA,0,0,0
14771,HKG000008202518,HKG,0,0,0,0,4.7,2.7,4.5,11.9,0,4.5,4.5,3,1.5,NA,0,0,0
14772,HKG000008202511,HKG,7.7,6.8,20,26.8,15.8,2.3,38,56.1,34.5,3.5,38,13,2.923076923,bab,3,1,0
14773,HKG000008202531,HKG,0,0,0,0,11.2,9.2,13.4,33.8,0,13.4,13.4,2,6.7,NA,0,0,0
14774,HKG000007202201,HKG,0,25.3,0,25.3,8.3,2.9,25.3,36.5,25.3,0,25.3,4,6.325,b,1,0,0
14775,HKG000007202224,HKG,17.9,0,0,0,19.4,4.1,30.3,53.8,17.9,12.4,30.3,12,2.525,a,1,0,0
14776,HKG000004601432,HKG,5.7,10,0,10,14.4,2.3,20.7,37.4,15.7,5,20.7,8,2.5875,ab,2,1,0
14777,HKG000004601416,HKG,21.9,4.2,8.1,12.3,12.1,2.1,41.5,55.7,34.2,7.3,41.5,24,1.729166667,ababb,5,1,0
14778,HKG000009402917,HKG,30,11.1,0,11.1,23.5,4.8,62.7,91,41.1,21.6,62.7,30,2.09,aaaaaaab,8,1,0
14779,HKG000009402911,HKG,11.8,3.7,9.8,13.5,5.6,2.1,43.5,51.2,25.3,18.2,43.5,28,1.553571429,abab,4,1,0
14780,HKG000009402913,HKG,2.1,6,11.7,17.7,5.3,3.6,26,34.9,19.8,6.2,26,13,2,bab,3,1,0
14781,HKG000004901509,HKG,13.8,8,0,8,11.3,2.8,23.2,37.3,21.8,1.4,23.2,8,2.9,ab,2,1,0
14782,HKG000004901524,HKG,22.9,8.8,0,8.8,14.6,2.8,35.1,52.5,31.7,3.4,35.1,8,4.3875,ab,2,1,0
14783,HKG000004901502,HKG,0,0,0,0,9.9,2.7,10.9,23.5,0,10.9,10.9,3,3.633333333,NA,0,0,0
14784,HKG000008702670,HKG,0,0,0,0,2.8,4.4,5.1,12.3,0,5.1,5.1,3,1.7,NA,0,0,0
14785,HKG000008702688,HKG,0,26.3,0,26.3,12.6,3,26.3,41.9,26.3,0,26.3,4,6.575,b,1,0,0
14786,HKG000008702671,HKG,12.1,7.5,0,7.5,8.4,3,20.6,32,19.6,1,20.6,8,2.575,ab,2,1,0
14787,HKG000008702695,HKG,14.5,15.1,0,15.1,9.2,2.2,30.8,42.2,29.6,1.2,30.8,8,3.85,ab,2,1,0
14788,HKG000004501388,HKG,11.2,8,0,8,7.4,1.8,21.2,30.4,19.2,2,21.2,10,2.12,ab,2,1,0
14789,HKG000004501403,HKG,0,0,0,0,5.9,3.3,25.1,34.3,0,25.1,25.1,3,8.366666667,NA,0,0,0
14790,HKG000004501392,HKG,0,17.7,0,17.7,15.3,22,17.7,55,17.7,0,17.7,4,4.425,b,1,0,0
14791,HKG000002000600,HKG,0,0,0,0,11.9,3.4,16.7,32,0,16.7,16.7,3,5.566666667,NA,0,0,0
14792,HKG000002000605,HKG,0,0,0,0,12.9,3.9,16.6,33.4,0,16.6,16.6,3,5.533333333,NA,0,0,0
14793,HKG000002000592,HKG,0,19.5,0,19.5,14.3,3.5,19.5,37.3,19.5,0,19.5,4,4.875,b,1,0,0
14794,HKG000014604585,HKG,5.4,6.3,16.5,22.8,4.7,2.9,31.6,39.2,28.2,3.4,31.6,15,2.106666667,bab,3,1,0
14795,HKG000014604594,HKG,4.3,5.1,16.7,21.8,9.3,3.7,39.3,52.3,26.1,13.2,39.3,22,1.786363636,abbb,4,1,0
14796,HKG000014604600,HKG,0,0,0,0,8.6,2.2,5.3,16.1,0,5.3,5.3,3,1.766666667,NA,0,0,0
14797,HKG000002800864,HKG,2.6,3.9,6.5,10.4,13.4,2.7,15.4,31.5,13,2.4,15.4,13,1.184615385,bab,3,1,0
14798,HKG000002800858,HKG,0,0,0,0,9.6,2,15.5,27.1,0,15.5,15.5,3,5.166666667,NA,0,0,0
14799,HKG000002800877,HKG,4.1,10.3,9.4,19.7,17,4.2,30.5,51.7,23.8,6.7,30.5,18,1.694444444,bab,3,1,0
14800,HKG000006301956,HKG,0,0,0,0,37.7,2.2,21.2,61.1,0,21.2,21.2,3,7.066666667,NA,0,0,0
14801,HKG000006301971,HKG,4.8,8.1,6.1,14.2,13,2.3,23,38.3,19,4,23,15,1.533333333,bab,3,1,0
14802,HKG000006301950,HKG,10.9,2.7,15.2,17.9,8.1,2.2,45.7,56,28.8,16.9,45.7,20,2.285,abb,3,1,0
14803,HKG000005001536,HKG,0,62.6,0,62.6,9.3,3.4,62.6,75.3,62.6,0,62.6,4,15.65,b,1,0,0
14804,HKG000005001564,HKG,10.8,0,0,0,19.3,4.5,19.3,43.1,10.8,8.5,19.3,11,1.754545455,a,1,0,0
14805,HKG000005001560,HKG,5.6,7.6,0,7.6,9.2,2.6,16.2,28,13.2,3,16.2,11,1.472727273,ab,2,1,0
14806,HKG000006702056,HKG,0,0,0,0,12,5,2.3,19.3,0,2.3,2.3,2,1.15,NA,0,0,0
14807,HKG000006702044,HKG,0,0,0,0,7.5,4.1,3,14.6,0,3,3,3,1,NA,0,0,0
14808,HKG000006702048,HKG,2.5,9.7,16,25.7,14.3,3.3,72.5,90.1,28.2,44.3,72.5,44,1.647727273,babb,4,1,0
14809,HKG000012303859,HKG,0,34.4,0,34.4,24,2.2,34.4,60.6,34.4,0,34.4,4,8.6,b,1,0,0
14810,HKG000012303871,HKG,0,0,0,0,5.7,3.9,32.8,42.4,0,32.8,32.8,9,3.644444444,NA,0,0,0
14811,HKG000012303857,HKG,0,7.1,19,26.1,13,2.6,42.1,57.7,26.1,16,42.1,21,2.004761905,bb,2,0,0
14812,HKG000001700521,HKG,0,0,10,10,16.6,3.1,44.4,64.1,10,34.4,44.4,25,1.776,b,1,0,0
14813,HKG000001700498,HKG,0,0,0,0,12.5,3,27.3,42.8,0,27.3,27.3,4,6.825,NA,0,0,0
14814,HKG000001700499,HKG,0,0,0,0,17.9,3.4,54.9,76.2,0,54.9,54.9,7,7.842857143,NA,0,0,0
14815,HKG000001100315,HKG,0,7.9,0,7.9,14.4,3.1,7.9,25.4,7.9,0,7.9,4,1.975,b,1,0,0
14816,HKG000001100332,HKG,0,0,0,0,15.9,2.9,12.5,31.3,0,12.5,12.5,4,3.125,NA,0,0,0
14817,HKG000001100328,HKG,6.3,2.6,54.5,57.1,13.8,5.7,91.8,111.3,63.4,28.4,91.8,39,2.353846154,abbab,5,1,0
14818,HKG000001100322,HKG,0,31.7,0,31.7,8.2,3,31.7,42.9,31.7,0,31.7,4,7.925,b,1,0,0
14819,HKG000007602327,HKG,2.9,6.6,4.2,10.8,8.8,2.1,41.3,52.2,13.7,27.6,41.3,31,1.332258065,bab,3,1,0
14820,HKG000007602334,HKG,0,0,0,0,13.6,6.4,5.7,25.7,0,5.7,5.7,3,1.9,NA,0,0,0
14821,HKG000007602349,HKG,0,0,0,0,6.4,3.1,11.9,21.4,0,11.9,11.9,3,3.966666667,NA,0,0,0
14822,HKG000000700221,HKG,0,0,0,0,2.5,5.2,4.6,12.3,0,4.6,4.6,4,1.15,NA,0,0,0
14823,HKG000000700223,HKG,0,0,0,0,9.8,1.7,5.9,17.4,0,5.9,5.9,3,1.966666667,NA,0,0,0
14824,HKG000000700217,HKG,4.5,4.8,17,21.8,9.7,2.2,31.1,43,26.3,4.8,31.1,15,2.073333333,bab,3,1,0
14825,HKG000004701450,HKG,0,0,0,0,50.8,2.4,8.5,61.7,0,8.5,8.5,3,2.833333333,NA,0,0,0
14826,HKG000004701466,HKG,0,28.6,0,28.6,6.1,5.6,28.6,40.3,28.6,0,28.6,4,7.15,b,1,0,0
14827,HKG000004301334,HKG,0,6.3,0,6.3,18.5,2.1,6.3,26.9,6.3,0,6.3,4,1.575,b,1,0,0
14828,HKG000012403875,HKG,7.8,11.3,0,11.3,15.9,6.3,20.2,42.4,19.1,1.1,20.2,8,2.525,ab,2,1,0
14829,HKG000012403874,HKG,0,0,0,0,8.9,4.7,24.4,38,0,24.4,24.4,10,2.44,NA,0,0,0
14830,HKG000012403879,HKG,2.5,4.5,10.8,15.3,6.6,2.3,29.1,38,17.8,11.3,29.1,27,1.077777778,babb,4,1,0
14831,HKG000012403895,HKG,0,0,0,0,8.4,2.5,6.3,17.2,0,6.3,6.3,3,2.1,NA,0,0,0
14832,HKG000013004089,HKG,0,0,0,0,13.2,3.2,12.6,29,0,12.6,12.6,3,4.2,NA,0,0,0
14833,HKG000013004088,HKG,0,0,0,0,7.8,29.3,11.9,49,0,11.9,11.9,4,2.975,NA,0,0,0
14834,HKG000013004070,HKG,13.2,4.2,15.5,19.7,6,10,55,71,32.9,22.1,55,39,1.41025641,abab,4,1,0
14835,HKG000013004080,HKG,14.5,18.1,0,18.1,13,6.3,33.6,52.9,32.6,1,33.6,8,4.2,ab,2,1,0
14836,HKG000001400409,HKG,16.6,15,0,15,16.6,2.5,34.2,53.3,31.6,2.6,34.2,10,3.42,ab,2,1,0
14837,HKG000001400401,HKG,0,0,0,0,12.1,5.2,7.8,25.1,0,7.8,7.8,3,2.6,NA,0,0,0
14838,HKG000001400415,HKG,0,0,0,0,16.1,3.4,7.6,27.1,0,7.6,7.6,3,2.533333333,NA,0,0,0
14839,HKG000003100968,HKG,0,0,0,0,24.5,2.6,4.4,31.5,0,4.4,4.4,3,1.466666667,NA,0,0,0
14840,HKG000003100979,HKG,18.3,4.3,11.9,16.2,5.1,3.1,38.9,47.1,34.5,4.4,38.9,22,1.768181818,abbab,5,1,0
14841,HKG000003100953,HKG,47.8,3.4,6.9,10.3,10,2.1,68.7,80.8,58.1,10.6,68.7,23,2.986956522,abab,4,1,0
14842,HKG000008602643,HKG,0,0,0,0,10.2,3.5,4.9,18.6,0,4.9,4.9,3,1.633333333,NA,0,0,0
14843,HKG000008602658,HKG,3,7.1,9,16.1,14.2,8.2,24.7,47.1,19.1,5.6,24.7,18,1.372222222,bab,3,1,0
14844,HKG000008602644,HKG,10.4,9.9,0,9.9,8.5,2.1,24,34.6,20.3,3.7,24,14,1.714285714,aab,3,1,0
14845,HKG000008602668,HKG,19.2,7.9,0,7.9,12.4,3.3,30.6,46.3,27.1,3.5,30.6,8,3.825,ab,2,1,0
14846,HKG000007402286,HKG,0,0,0,0,20.5,2.8,5,28.3,0,5,5,3,1.666666667,NA,0,0,0
14847,HKG000007402276,HKG,0,0,0,0,0,0,0,3,0,3,3,0,NA,NA,0,0,0
14848,HKG000007402266,HKG,16.7,4.9,8.9,13.8,14.7,3.5,41.5,59.7,30.5,11,41.5,20,2.075,abab,4,1,0
14849,HKG000002600794,HKG,0,0,0,0,4.3,5.5,4.6,14.4,0,4.6,4.6,3,1.533333333,NA,0,0,0
14850,HKG000002600816,HKG,6.5,8.4,0,8.4,11.3,7.7,17.3,36.3,14.9,2.4,17.3,10,1.73,ab,2,1,0
14851,HKG000002600813,HKG,0,0,0,0,14.5,3.5,8.2,26.2,0,8.2,8.2,3,2.733333333,NA,0,0,0
14852,HKG000003201006,HKG,0,0,0,0,8.8,2.3,19.8,30.9,0,19.8,19.8,12,1.65,NA,0,0,0
14853,HKG000003200999,HKG,0,0,0,0,0,0,0,6,0,6,6,0,NA,NA,0,0,0
14854,HKG000003201008,HKG,0,22.1,0,22.1,4.7,2.7,22.1,29.5,22.1,0,22.1,4,5.525,b,1,0,0
14855,HKG000002700843,HKG,10.7,4.9,20.3,25.2,17.4,2.5,39.8,59.7,35.9,3.9,39.8,15,2.653333333,bab,3,1,0
14856,HKG000002700831,HKG,2.2,6.3,15.4,21.7,6.8,2,39.8,48.6,23.9,15.9,39.8,23,1.730434783,bab,3,1,0
14857,HKG000002700826,HKG,18.6,14.4,0,14.4,9.6,2.3,37.8,49.7,33,4.8,37.8,8,4.725,ab,2,1,0
14858,HKG000002700839,HKG,4.3,2.9,26.2,29.1,6.6,4.9,38.1,49.6,33.4,4.7,38.1,18,2.116666667,babb,4,1,0
14859,HKG000013904384,HKG,5.9,3.4,11.1,14.5,6.7,2.2,21.9,30.8,20.4,1.5,21.9,13,1.684615385,bab,3,1,0
14860,HKG000013904365,HKG,8.6,3.6,10.5,14.1,17.4,2.5,24.5,44.4,22.7,1.8,24.5,13,1.884615385,bab,3,1,0
14861,HKG000013904370,HKG,0,0,0,0,8.7,2.5,17.6,28.8,0,17.6,17.6,3,5.866666667,NA,0,0,0
14862,HKG000014304499,HKG,0,13.9,0,13.9,11.2,4,13.9,29.1,13.9,0,13.9,4,3.475,b,1,0,0
14863,HKG000014304494,HKG,0,14.6,0,14.6,12.5,2.4,14.6,29.5,14.6,0,14.6,4,3.65,b,1,0,0
14864,HKG000000300095,HKG,0,23,0,23,7.5,2.4,23,32.9,23,0,23,4,5.75,b,1,0,0
14865,HKG000000300073,HKG,0,0,0,0,10.4,7.6,20.9,38.9,0,20.9,20.9,3,6.966666667,NA,0,0,0
14866,HKG000000300072,HKG,0,0,0,0,13.2,2,3.7,18.9,0,3.7,3.7,3,1.233333333,NA,0,0,0
14867,HKG000013304176,HKG,0,0,0,0,0,0,0,4.8,0,4.8,4.8,0,NA,NA,0,0,0
14868,HKG000013304184,HKG,16.4,9,0,9,8.9,2.7,26.9,38.5,25.4,1.5,26.9,8,3.3625,ab,2,1,0
14869,HKG000013304181,HKG,3.6,3.8,20.6,24.4,11.6,2.4,34.9,48.9,28,6.9,34.9,22,1.586363636,babb,4,1,0
14870,HKG000007802387,HKG,25.8,8.1,11.3,19.4,18.6,2.5,71.5,92.6,45.2,26.3,71.5,32,2.234375,abab,4,1,0
14871,HKG000007802391,HKG,11.6,7.3,0,7.3,9.1,3,20.3,32.4,18.9,1.4,20.3,8,2.5375,ab,2,1,0
14872,HKG000010903411,HKG,0,0,0,0,11.4,2.7,69.4,83.5,0,69.4,69.4,3,23.13333333,NA,0,0,0
14873,HKG000010903412,HKG,0,21.1,0,21.1,15.3,2.5,21.1,38.9,21.1,0,21.1,4,5.275,b,1,0,0
14874,HKG000010903394,HKG,7.4,5.7,0,5.7,9.9,2.5,19.5,31.9,13.1,6.4,19.5,18,1.083333333,aab,3,1,0
14875,HKG000010903393,HKG,0,0,0,0,5.3,4.2,2.9,12.4,0,2.9,2.9,3,0.966666667,NA,0,0,0
14876,HKG000010803366,HKG,18,7.6,28.3,35.9,13.8,2.7,72.4,88.9,53.9,18.5,72.4,27,2.681481481,bab,3,1,0
14877,HKG000010803371,HKG,6,0,0,0,10.5,2,37.6,50.1,6,31.6,37.6,19,1.978947368,a,1,0,0
14878,HKG000007102172,HKG,0,0,0,0,21.7,2.8,3.8,28.3,0,3.8,3.8,3,1.266666667,NA,0,0,0
14879,HKG000007102178,HKG,6,0,0,0,9.2,3.1,13,25.3,6,7,13,11,1.181818182,a,1,0,0
14880,HKG000007302238,HKG,0,0,0,0,23.9,13.8,6.7,44.4,0,6.7,6.7,3,2.233333333,NA,0,0,0
14881,HKG000007302261,HKG,8.7,9.1,0,9.1,20.1,1.9,18.2,40.2,17.8,0.4,18.2,8,2.275,ab,2,1,0
14882,HKG000007302254,HKG,0,0,0,0,9.8,3.4,11.6,24.8,0,11.6,11.6,3,3.866666667,NA,0,0,0
14883,HKG000007302244,HKG,0,0,0,0,2.6,2.3,12.3,17.2,0,12.3,12.3,3,4.1,NA,0,0,0
14884,HKG000007002157,HKG,8.9,8.8,8.5,17.3,17.8,3.7,30.3,51.8,26.2,4.1,30.3,17,1.782352941,abab,4,1,0
14885,HKG000007002141,HKG,0,16.7,0,16.7,6.4,2.8,16.7,25.9,16.7,0,16.7,4,4.175,b,1,0,0
14886,HKG000007002143,HKG,5.4,9.7,14.1,23.8,14.1,4.4,32.5,51,29.2,3.3,32.5,13,2.5,bab,3,1,0
14887,HKG000014504548,HKG,0,0,0,0,16.6,12.5,5,34.1,0,5,5,3,1.666666667,NA,0,0,0
14888,HKG000014504568,HKG,15,2.8,9.8,12.6,8.9,2.7,32.5,44.1,27.6,4.9,32.5,21,1.547619048,abab,4,1,0
14889,HKG000013704312,HKG,10.2,6.7,0,6.7,9.7,2.2,17.8,29.7,16.9,0.9,17.8,8,2.225,ab,2,1,0
14890,HKG000013704301,HKG,15.5,5.8,18.4,24.2,24.3,2.3,46.7,73.3,39.7,7,46.7,17,2.747058824,abab,4,1,0
14891,HKG000013704288,HKG,0,14.5,0,14.5,10.5,2.6,14.5,27.6,14.5,0,14.5,4,3.625,b,1,0,0
14892,HKG000013704293,HKG,4,8.1,14.4,22.5,9.1,2.1,28.8,40,26.5,2.3,28.8,13,2.215384615,bab,3,1,0
14893,HKG000011803709,HKG,0,0,0,0,18.3,3.4,26.2,47.9,0,26.2,26.2,3,8.733333333,NA,0,0,0
14894,HKG000011803700,HKG,0,0,0,0,27.6,6.5,13.3,47.4,0,13.3,13.3,3,4.433333333,NA,0,0,0
14895,HKG000011803685,HKG,0,0,0,0,13.1,2.1,5.8,21,0,5.8,5.8,3,1.933333333,NA,0,0,0
14896,HKG000014804660,HKG,0,0,0,0,8.5,2.1,6.6,17.2,0,6.6,6.6,3,2.2,NA,0,0,0
14897,HKG000014804659,HKG,0,25.6,0,25.6,9.6,2.4,25.6,37.6,25.6,0,25.6,6,4.266666667,b,1,0,0
14898,HKG000014804644,HKG,20.6,0,0,0,11.2,2.6,40.2,54,20.6,19.6,40.2,7,5.742857143,a,1,0,0
14899,HKG000014804647,HKG,3.3,13.9,0,13.9,6.3,2,22.9,31.2,17.2,5.7,22.9,17,1.347058824,ab,2,1,0
14900,HKG000008802727,HKG,0,0,0,0,13.9,5.4,3.4,22.7,0,3.4,3.4,3,1.133333333,NA,0,0,0
14901,HKG000008802733,HKG,11.9,5.5,0,5.5,7.9,2,18.4,28.3,17.4,1,18.4,8,2.3,ab,2,1,0
14902,HKG000008802717,HKG,23.5,11.5,7.2,18.7,15.4,2.6,53.2,71.2,42.2,11,53.2,27,1.97037037,abaaaaab,8,1,0
14903,HKG000010503270,HKG,12.7,0,0,0,7.9,1.9,47.7,57.5,12.7,35,47.7,11,4.336363636,a,1,0,0
14904,HKG000010503272,HKG,2.9,4.4,11.3,15.7,15.8,2.2,23.4,41.4,18.6,4.8,23.4,22,1.063636364,babb,4,1,0
14905,HKG000010503279,HKG,0,0,0,0,5.3,2.7,8.6,16.6,0,8.6,8.6,3,2.866666667,NA,0,0,0
14906,HKG000007702357,HKG,0,0,0,0,26.7,10.7,0,37.4,0,0,0,0,NA,NA,0,0,0
14907,HKG000007702362,HKG,14.3,4.5,16.8,21.3,14.6,2.4,42.9,59.9,35.6,7.3,42.9,19,2.257894737,abab,4,1,0
14908,HKG000007702376,HKG,0,6.4,0,6.4,11,2.2,6.4,19.6,6.4,0,6.4,4,1.6,b,1,0,0
14909,HKG000007702370,HKG,0,0,0,0,11.7,2.6,10.2,24.5,0,10.2,10.2,3,3.4,NA,0,0,0
14910,HKG000009903079,HKG,0,0,0,0,14.9,3,6.6,24.5,0,6.6,6.6,3,2.2,NA,0,0,0
14911,HKG000009903080,HKG,0,0,0,0,8.4,2.3,8.3,19,0,8.3,8.3,3,2.766666667,NA,0,0,0
14912,HKG000009903087,HKG,9.4,21,0,21,8.4,1.7,31.6,41.7,30.4,1.2,31.6,8,3.95,ab,2,1,0
14913,HKG000014704624,HKG,0,0,0,0,23.1,7.1,50.1,80.3,0,50.1,50.1,15,3.34,NA,0,0,0
14914,HKG000014704619,HKG,3.3,4.1,8.8,12.9,27,2,18.4,47.4,16.2,2.2,18.4,13,1.415384615,bab,3,1,0
14915,HKG000014704623,HKG,7.6,4.4,12.3,16.7,12.6,1.9,30.3,44.8,24.3,6,30.3,13,2.330769231,abb,3,1,0
14916,HKG000000500134,HKG,0,0,0,0,11.7,2.3,4.1,18.1,0,4.1,4.1,3,1.366666667,NA,0,0,0
14917,HKG000000500150,HKG,3.7,12.4,16.1,28.5,11.8,1.6,34.6,48,32.2,2.4,34.6,13,2.661538462,bab,3,1,0
14918,HKG000011703678,HKG,13.3,3.9,21.8,25.7,10.5,2.6,42.7,55.8,39,3.7,42.7,22,1.940909091,ababb,5,1,0
14919,HKG000011703668,HKG,9.1,3.4,12,15.4,16.9,2.7,32.9,52.5,24.5,8.4,32.9,24,1.370833333,abab,4,1,0
14920,HKG000011703657,HKG,0,0,0,0,31.2,2,4.7,37.9,0,4.7,4.7,3,1.566666667,NA,0,0,0
14921,HKG000012003775,HKG,0,0,0,0,21.7,5.1,14.8,41.6,0,14.8,14.8,6,2.466666667,NA,0,0,0
14922,HKG000012003770,HKG,0,0,0,0,15.4,1.7,9.1,26.2,0,9.1,9.1,3,3.033333333,NA,0,0,0
14923,HKG000012003777,HKG,0,0,0,0,18.2,10.1,6.1,34.4,0,6.1,6.1,4,1.525,NA,0,0,0
14924,HKG000012003778,HKG,4,3.3,6.4,9.7,13.8,2.5,26.9,43.2,13.7,13.2,26.9,16,1.68125,bab,3,1,0
14925,HKG000011903726,HKG,0,0,0,0,10.2,4.7,13.8,28.7,0,13.8,13.8,3,4.6,NA,0,0,0
14926,HKG000011903745,HKG,0,0,0,0,11.9,6.3,5.2,23.4,0,5.2,5.2,3,1.733333333,NA,0,0,0
14927,HKG000011903725,HKG,0,11.9,0,11.9,16.9,2.5,11.9,31.3,11.9,0,11.9,4,2.975,b,1,0,0
14928,HKG000011903721,HKG,0,0,0,0,16.1,3,6.6,25.7,0,6.6,6.6,3,2.2,NA,0,0,0
14929,HKG000003601137,HKG,0,0,0,0,9.9,2.8,8.8,21.5,0,8.8,8.8,3,2.933333333,NA,0,0,0
14930,HKG000003601125,HKG,0,0,0,0,6,6.1,14.5,26.6,0,14.5,14.5,3,4.833333333,NA,0,0,0
14931,HKG000003601115,HKG,0,0,0,0,11.7,2.5,7.2,21.4,0,7.2,7.2,3,2.4,NA,0,0,0
14932,HKG000012904060,HKG,0,0,0,0,12.9,4.9,17.1,34.9,0,17.1,17.1,7,2.442857143,NA,0,0,0
14933,HKG000012904059,HKG,10.5,13.2,0,13.2,14.7,2.2,24.5,41.4,23.7,0.8,24.5,8,3.0625,ab,2,1,0
14934,HKG000010003115,HKG,19.6,4.4,0,4.4,14.7,2.3,31.9,48.9,24,7.9,31.9,15,2.126666667,aab,3,1,0
14935,HKG000010003099,HKG,36,10.7,14.4,25.1,8,2.2,71.2,81.4,61.1,10.1,71.2,13,5.476923077,abb,3,1,0
14936,HKG000010003106,HKG,0,0,0,0,12.6,2.3,9.3,24.2,0,9.3,9.3,3,3.1,NA,0,0,0
14937,HKG000009002794,HKG,3.1,7.4,15.9,23.3,13.1,2.5,28.2,43.8,26.4,1.8,28.2,13,2.169230769,bab,3,1,0
14938,HKG000009002777,HKG,0,0,0,0,15.9,3.3,25.1,44.3,0,25.1,25.1,3,8.366666667,NA,0,0,0
14939,HKG000009002783,HKG,3.9,5.7,0,5.7,16.9,4.6,10.5,32,9.6,0.9,10.5,8,1.3125,ab,2,1,0
14940,HKG000009002801,HKG,0,0,0,0,9.9,2.7,6.1,18.7,0,6.1,6.1,3,2.033333333,NA,0,0,0
14941,HKG000001300387,HKG,5.3,0,0,0,7.7,5.8,9.6,23.1,5.3,4.3,9.6,9,1.066666667,a,1,0,0
14942,HKG000001300370,HKG,0,0,0,0,3.4,3.3,8.6,15.3,0,8.6,8.6,5,1.72,NA,0,0,0
14943,HKG000007502314,HKG,0,0,0,0,52.8,3.4,21.6,77.8,0,21.6,21.6,3,7.2,NA,0,0,0
14944,HKG000007502319,HKG,5.8,9.2,0,9.2,10.2,1.9,16.2,28.3,15,1.2,16.2,8,2.025,ab,2,1,0
14945,HKG000007502297,HKG,0,0,0,0,24.3,2.7,9.1,36.1,0,9.1,9.1,3,3.033333333,NA,0,0,0
14946,HKG000009202843,HKG,0,0,0,0,23,2.7,24.5,50.2,0,24.5,24.5,16,1.53125,NA,0,0,0
14947,HKG000009202862,HKG,19.5,5.3,8,13.3,21,3.1,37.5,61.6,32.8,4.7,37.5,19,1.973684211,abab,4,1,0
14948,HKG000009202841,HKG,22.9,0,0,0,14.1,2.1,39.9,56.1,22.9,17,39.9,17,2.347058824,a,1,0,0
14949,HKG000005901838,HKG,8.8,0,0,0,14,12.8,16.9,43.7,8.8,8.1,16.9,7,2.414285714,a,1,0,0
14950,HKG000005901837,HKG,24.1,2,14.7,16.7,83.9,2.8,61.8,148.5,40.8,21,61.8,37,1.67027027,abaabab,7,1,0
14951,HKG000000800238,HKG,4.6,6.3,7.2,13.5,12.2,2.5,25.7,40.4,18.1,7.6,25.7,18,1.427777778,baaaaab,7,1,0
14952,HKG000000800236,HKG,13.2,4.3,6.7,11,18,2.6,32.8,53.4,24.2,8.6,32.8,24,1.366666667,baaaaab,7,1,0
