stu_id,credit,sequence,length
HKG000004101288,1,bab,3.0
HKG000004101268,1,ab,2.0
HKG000012503913,1,ab,2.0
HKG000011403555,1,aaabab,6.0
HKG000011403563,0,b,1.0
HKG000008902748,1,bab,3.0
HKG000008402596,1,bab,3.0
HKG000008402588,1,bab,3.0
HKG000008402578,1,bab,3.0
HKG000013804328,1,ab,2.0
HKG000013804327,1,bab,3.0
HKG000009703029,1,ab,2.0
HKG000009703012,0,b,1.0
HKG000009703006,1,ab,2.0
HKG000011503589,1,ab,2.0
HKG000008002445,0,aba,3.0
HKG000008002474,1,bab,3.0
HKG000008002472,1,ab,2.0
HKG000008002469,1,bab,3.0
HKG000013204130,1,bbab,4.0
HKG000013204157,1,aabb,4.0
HKG000014104448,1,bab,3.0
HKG000005801802,1,ab,2.0
HKG000005801825,1,bab,3.0
HKG000005801808,1,abab,4.0
HKG000013404203,1,abab,4.0
HKG000013404209,1,ab,2.0
HKG000006802096,1,bab,3.0
HKG000006802076,1,bab,3.0
HKG000006802073,1,bab,3.0
HKG000005501699,1,ab,2.0
HKG000014004388,1,babab,5.0
HKG000014004405,1,ab,2.0
HKG000014004410,1,bab,3.0
HKG000011003424,1,bab,3.0
HKG000011003444,1,ab,2.0
HKG000011003445,0,b,1.0
HKG000009102807,1,ab,2.0
HKG000009102834,1,ab,2.0
HKG000009803057,1,ab,2.0
HKG000009803037,1,abab,4.0
HKG000000600161,1,bab,3.0
HKG000000600192,1,ab,2.0
HKG000000600184,1,ab,2.0
HKG000000600181,1,ab,2.0
HKG000012804029,1,abab,4.0
HKG000012804028,1,ab,2.0
HKG000012804035,1,ab,2.0
HKG000013604271,1,babab,5.0
HKG000013604267,1,bab,3.0
HKG000013604259,1,abab,4.0
HKG000013104106,0,b,1.0
HKG000013104125,1,bab,3.0
HKG000009502948,0,aa,2.0
HKG000009502939,1,abab,4.0
HKG000011603642,1,abab,4.0
HKG000011603623,1,ab,2.0
HKG000001600476,1,bab,3.0
HKG000001600489,1,ab,2.0
HKG000012103784,1,ab,2.0
HKG000011203491,1,ab,2.0
HKG000011203486,0,b,1.0
HKG000011203514,1,ab,2.0
HKG000002400743,0,a,1.0
HKG000002400722,0,b,1.0
HKG000002400735,1,bab,3.0
HKG000002400741,1,babb,4.0
HKG000006401979,1,abab,4.0
HKG000006402001,1,bab,3.0
HKG000001500435,0,a,1.0
HKG000010103138,1,bbab,4.0
HKG000006101895,1,ab,2.0
HKG000006101890,1,abab,4.0
HKG000012203835,1,bab,3.0
HKG000012203818,1,ab,2.0
HKG000012603960,1,bab,3.0
HKG000012603951,1,ab,2.0
HKG000012603954,1,bab,3.0
HKG000012603962,1,baab,4.0
HKG000010303230,1,ab,2.0
HKG000010303223,1,ab,2.0
HKG000010303226,1,ab,2.0
HKG000010603308,1,ab,2.0
HKG000010603313,1,bab,3.0
HKG000003301021,0,a,1.0
HKG000003301023,1,bab,3.0
HKG000005301642,1,abab,4.0
HKG000005301650,1,bab,3.0
HKG000001800542,1,ab,2.0
HKG000001800537,1,abab,4.0
HKG000001800545,1,abab,4.0
HKG000008102510,1,bab,3.0
HKG000008102483,1,bab,3.0
HKG000005201613,1,bab,3.0
HKG000005201611,1,ab,2.0
HKG000006902115,1,ab,2.0
HKG000006902121,1,ab,2.0
HKG000006902106,0,a,1.0
HKG000004201312,0,a,1.0
HKG000004201319,1,babb,4.0
HKG000003501087,1,abab,4.0
HKG000003501098,0,bb,2.0
HKG000011303549,1,ab,2.0
HKG000011303522,1,bab,3.0
HKG000011303542,1,bab,3.0
HKG000002300698,1,ab,2.0
HKG000002300708,1,abab,4.0
HKG000008502616,1,baab,4.0
HKG000009603000,1,abab,4.0
HKG000009602970,0,aba,3.0
HKG000006201910,1,bab,3.0
HKG000008302543,0,b,1.0
HKG000008302570,0,abaaaaa,7.0
HKG000002100638,1,ab,2.0
HKG000002100632,1,ab,2.0
HKG000002100624,0,bab,3.0
HKG000004001234,1,abab,4.0
HKG000010703359,1,abbab,5.0
HKG000010703360,1,abab,4.0
HKG000001200361,0,b,1.0
HKG000001200351,0,a,1.0
HKG000001200339,1,babb,4.0
HKG000002200670,1,ab,2.0
HKG000002200667,1,ab,2.0
HKG000001900580,1,bab,3.0
HKG000002500778,1,ab,2.0
HKG000002500784,1,bab,3.0
HKG000010403247,0,b,1.0
HKG000010403252,1,bab,3.0
HKG000003901194,1,bab,3.0
HKG000003901203,1,abaaaaab,8.0
HKG000012703997,1,ababb,5.0
HKG000008202511,1,bab,3.0
HKG000007202201,0,b,1.0
HKG000007202224,0,a,1.0
HKG000004601432,1,ab,2.0
HKG000004601416,1,ababb,5.0
HKG000009402917,1,aaaaaaab,8.0
HKG000009402911,1,abab,4.0
HKG000009402913,1,bab,3.0
HKG000004901509,1,ab,2.0
HKG000004901524,1,ab,2.0
HKG000008702688,0,b,1.0
HKG000008702671,1,ab,2.0
HKG000008702695,1,ab,2.0
HKG000004501388,1,ab,2.0
HKG000004501392,0,b,1.0
HKG000002000592,0,b,1.0
HKG000014604585,1,bab,3.0
HKG000014604594,1,abbb,4.0
HKG000002800864,1,bab,3.0
HKG000002800877,1,bab,3.0
HKG000006301971,1,bab,3.0
HKG000006301950,1,abb,3.0
HKG000005001536,0,b,1.0
HKG000005001564,0,a,1.0
HKG000005001560,1,ab,2.0
HKG000006702048,1,babb,4.0
HKG000012303859,0,b,1.0
HKG000012303857,0,bb,2.0
HKG000001700521,0,b,1.0
HKG000001100315,0,b,1.0
HKG000001100328,1,abbab,5.0
HKG000001100322,0,b,1.0
HKG000007602327,1,bab,3.0
HKG000000700217,1,bab,3.0
HKG000004701466,0,b,1.0
HKG000004301334,0,b,1.0
HKG000012403875,1,ab,2.0
HKG000012403879,1,babb,4.0
HKG000013004070,1,abab,4.0
HKG000013004080,1,ab,2.0
HKG000001400409,1,ab,2.0
HKG000003100979,1,abbab,5.0
HKG000003100953,1,abab,4.0
HKG000008602658,1,bab,3.0
HKG000008602644,1,aab,3.0
HKG000008602668,1,ab,2.0
HKG000007402266,1,abab,4.0
HKG000002600816,1,ab,2.0
HKG000003201008,0,b,1.0
HKG000002700843,1,bab,3.0
HKG000002700831,1,bab,3.0
HKG000002700826,1,ab,2.0
HKG000002700839,1,babb,4.0
HKG000013904384,1,bab,3.0
HKG000013904365,1,bab,3.0
HKG000014304499,0,b,1.0
HKG000014304494,0,b,1.0
HKG000000300095,0,b,1.0
HKG000013304184,1,ab,2.0
HKG000013304181,1,babb,4.0
HKG000007802387,1,abab,4.0
HKG000007802391,1,ab,2.0
HKG000010903412,0,b,1.0
HKG000010903394,1,aab,3.0
HKG000010803366,1,bab,3.0
HKG000010803371,0,a,1.0
HKG000007102178,0,a,1.0
HKG000007302261,1,ab,2.0
HKG000007002157,1,abab,4.0
HKG000007002141,0,b,1.0
HKG000007002143,1,bab,3.0
HKG000014504568,1,abab,4.0
HKG000013704312,1,ab,2.0
HKG000013704301,1,abab,4.0
HKG000013704288,0,b,1.0
HKG000013704293,1,bab,3.0
HKG000014804659,0,b,1.0
HKG000014804644,0,a,1.0
HKG000014804647,1,ab,2.0
HKG000008802733,1,ab,2.0
HKG000008802717,1,abaaaaab,8.0
HKG000010503270,0,a,1.0
HKG000010503272,1,babb,4.0
HKG000007702362,1,abab,4.0
HKG000007702376,0,b,1.0
HKG000009903087,1,ab,2.0
HKG000014704619,1,bab,3.0
HKG000014704623,1,abb,3.0
HKG000000500150,1,bab,3.0
HKG000011703678,1,ababb,5.0
HKG000011703668,1,abab,4.0
HKG000012003778,1,bab,3.0
HKG000011903725,0,b,1.0
HKG000012904059,1,ab,2.0
HKG000010003115,1,aab,3.0
HKG000010003099,1,abb,3.0
HKG000009002794,1,bab,3.0
HKG000009002783,1,ab,2.0
HKG000001300387,0,a,1.0
HKG000007502319,1,ab,2.0
HKG000009202862,1,abab,4.0
HKG000009202841,0,a,1.0
HKG000005901838,0,a,1.0
HKG000005901837,1,abaabab,7.0
HKG000000800238,1,baaaaab,7.0
HKG000000800236,1,baaaaab,7.0
HKG000005601747,0,b,1.0
HKG000005101580,1,abab,4.0
HKG000005101568,1,bab,3.0
HKG000011103453,0,b,1.0
HKG000011103461,0,b,1.0
HKG000014204454,1,bab,3.0
HKG000003701156,1,bab,3.0
HKG000006001864,0,b,1.0
HKG000013504232,1,bab,3.0
HKG000013504236,0,ba,2.0
HKG000013504234,1,bab,3.0
HKG000010203193,0,a,1.0
HKG000010203187,1,bab,3.0
HKG000003401055,1,bab,3.0
HKG000000200047,0,a,1.0
HKG000000200055,0,aab,3.0
HKG000000200059,0,a,1.0
HKG000000100017,1,bab,3.0
HKG000000100004,1,abab,4.0
HKG000014404516,1,ab,2.0
HKG000002900900,1,ab,2.0
HKG000000400122,0,b,1.0
HKG000000400127,1,ab,2.0
HKG000003801184,1,bab,3.0
HKG000003801164,1,ababb,5.0
HRV000013404093,0,b,1.0
HRV000013404098,0,b,1.0
HRV000005101570,1,bab,3.0
HRV000005101547,1,abab,4.0
HRV000005101559,1,ab,2.0
HRV000005101544,1,bab,3.0
HRV000005101549,1,ab,2.0
HRV000016204971,0,aba,3.0
HRV000004301290,0,b,1.0
HRV000004301292,0,b,1.0
HRV000004301311,1,ab,2.0
HRV000004301310,0,b,1.0
HRV000004301315,1,ab,2.0
HRV000004301288,0,b,1.0
HRV000009903010,1,ab,2.0
HRV000002900847,1,ab,2.0
HRV000002900867,0,b,1.0
HRV000002900848,0,bb,2.0
HRV000004901489,1,abbb,4.0
HRV000004901482,0,b,1.0
HRV000002300652,1,ab,2.0
HRV000006902137,0,a,1.0
HRV000006902130,1,bbab,4.0
HRV000006902128,1,ab,2.0
HRV000006902125,1,ab,2.0
HRV000003400996,0,b,1.0
HRV000003401013,1,ab,2.0
HRV000003401009,1,bab,3.0
HRV000010703244,1,bab,3.0
HRV000010703273,0,b,1.0
HRV000010703267,1,ab,2.0
HRV000010703254,1,ab,2.0
HRV000008202552,1,aabab,5.0
HRV000008202527,1,abab,4.0
HRV000011803590,0,a,1.0
HRV000011803599,0,a,1.0
HRV000011803593,1,bab,3.0
HRV000011803600,1,bab,3.0
HRV000011803603,0,b,1.0
HRV000000600155,1,ab,2.0
HRV000002500722,1,bab,3.0
HRV000002500725,1,abab,4.0
HRV000002500732,0,bb,2.0
HRV000002500733,0,a,1.0
HRV000013304065,1,ab,2.0
HRV000012303753,0,b,1.0
HRV000012303772,1,abb,3.0
HRV000006502020,0,b,1.0
HRV000006502018,1,bab,3.0
HRV000006502011,0,bb,2.0
HRV000007502336,1,ab,2.0
HRV000011103383,0,a,1.0
HRV000011103379,0,bb,2.0
HRV000013904245,1,bab,3.0
HRV000013904251,0,b,1.0
HRV000013904233,0,ab,2.0
HRV000013904241,1,aaaaab,6.0
HRV000013904250,1,ab,2.0
HRV000001800484,1,ab,2.0
HRV000001600453,1,ab,2.0
HRV000001600461,0,a,1.0
HRV000011203411,0,a,1.0
HRV000011203423,0,a,1.0
HRV000011203413,0,a,1.0
HRV000003300980,0,b,1.0
HRV000003300966,0,b,1.0
HRV000003300984,0,b,1.0
HRV000012903970,0,b,1.0
HRV000012903946,0,a,1.0
HRV000016004915,1,ab,2.0
HRV000016004897,0,b,1.0
HRV000014304366,1,ab,2.0
HRV000013104017,0,b,1.0
HRV000013104010,0,b,1.0
HRV000008602665,0,b,1.0
HRV000013704177,0,b,1.0
HRV000005301628,0,b,1.0
HRV000000900279,0,a,1.0
HRV000015204655,1,ab,2.0
HRV000015204675,0,b,1.0
HRV000015204664,1,bab,3.0
HRV000011003340,1,ab,2.0
HRV000011003344,0,b,1.0
HRV000011003356,0,b,1.0
HRV000001400386,0,a,1.0
HRV000001400395,1,abbab,5.0
HRV000001400404,1,ab,2.0
HRV000001400416,0,b,1.0
HRV000007102208,0,bb,2.0
HRV000007102192,0,b,1.0
HRV000007102202,0,a,1.0
HRV000008902752,1,babb,4.0
HRV000008902749,0,b,1.0
HRV000012103702,1,bbab,4.0
HRV000015404739,0,bb,2.0
HRV000011303461,0,b,1.0
HRV000011303459,0,b,1.0
HRV000011303449,0,b,1.0
HRV000008102494,0,b,1.0
HRV000008102492,1,ab,2.0
HRV000008102510,0,b,1.0
HRV000011503518,1,ab,2.0
HRV000011503520,0,b,1.0
HRV000004101251,1,bab,3.0
HRV000009602923,0,b,1.0
HRV000014604469,0,aa,2.0
HRV000014604474,0,b,1.0
HRV000014604480,0,b,1.0
HRV000007602348,0,b,1.0
HRV000007602351,0,b,1.0
HRV000007602357,0,b,1.0
HRV000015804827,0,a,1.0
HRV000008802716,0,a,1.0
HRV000008802732,0,b,1.0
HRV000008802713,0,b,1.0
HRV000008802734,0,b,1.0
HRV000014904558,0,a,1.0
HRV000014904567,0,b,1.0
HRV000008002487,1,bab,3.0
HRV000008002479,1,ab,2.0
HRV000008002459,0,b,1.0
HRV000008002476,0,a,1.0
HRV000013204035,0,b,1.0
HRV000006602031,0,aaaaa,5.0
HRV000006602054,0,b,1.0
HRV000006602055,1,ab,2.0
HRV000006602043,1,abb,3.0
HRV000014704483,0,b,1.0
HRV000014704484,0,b,1.0
HRV000014704492,0,b,1.0
HRV000014704489,0,b,1.0
HRV000014704506,0,b,1.0
HRV000005801776,0,b,1.0
HRV000005801767,0,b,1.0
HRV000005801769,0,bab,3.0
HRV000015904857,1,bbab,4.0
HRV000015904869,0,a,1.0
HRV000015904877,0,b,1.0
HRV000003701120,0,aa,2.0
HRV000009002780,0,ab,2.0
HRV000009002775,1,ab,2.0
HRV000010003033,1,bab,3.0
HRV000001100329,0,ab,2.0
HRV000012203741,0,a,1.0
HRV000012203745,0,b,1.0
HRV000012203722,1,ab,2.0
HRV000012203743,0,a,1.0
HRV000016104922,0,b,1.0
HRV000016104937,1,ab,2.0
HRV000005001516,0,ab,2.0
HRV000005001518,0,ab,2.0
HRV000005001534,1,ab,2.0
HRV000005001520,0,b,1.0
HRV000005001535,0,b,1.0
HRV000000300083,0,ab,2.0
HRV000000300091,1,babb,4.0
HRV000000300090,0,b,1.0
HRV000000300089,0,aba,3.0
HRV000012003664,0,b,1.0
HRV000011903618,0,a,1.0
HRV000011903647,0,a,1.0
HRV000006201908,1,ab,2.0
HRV000000700211,1,ab,2.0
HRV000000700202,0,b,1.0
HRV000007202230,0,a,1.0
HRV000007202219,0,a,1.0
HRV000007202247,0,b,1.0
HRV000011703569,0,b,1.0
HRV000015104642,1,ab,2.0
HRV000015104617,1,ab,2.0
HRV000015104643,1,ab,2.0
HRV000015104613,0,bb,2.0
HRV000013604159,0,b,1.0
HRV000013604164,0,bb,2.0
HRV000005701743,1,aab,3.0
HRV000005701757,1,ab,2.0
HRV000005701739,0,aaaaa,5.0
HRV000005701761,0,b,1.0
HRV000006802094,0,b,1.0
HRV000013504130,1,ab,2.0
HRV000005501686,0,b,1.0
HRV000010203119,1,ab,2.0
HRV000010203108,1,ab,2.0
HRV000007302262,0,b,1.0
HRV000000200043,1,ab,2.0
HRV000000200033,1,abab,4.0
HRV000000200039,0,b,1.0
HRV000000200050,0,b,1.0
HRV000001300383,0,bb,2.0
HRV000001300359,0,b,1.0
HRV000001300378,0,b,1.0
HRV000008402602,0,b,1.0
HRV000008402598,0,b,1.0
HRV000003000882,0,b,1.0
HRV000003000881,1,ab,2.0
HRV000003000897,0,b,1.0
HRV000003000870,0,b,1.0
HRV000014004283,1,ab,2.0
HRV000014004264,0,bb,2.0
HRV000002400702,0,b,1.0
HRV000002400676,1,ab,2.0
HRV000002400685,1,ab,2.0
HRV000005201579,0,b,1.0
HRV000005201585,0,b,1.0
HRV000005201584,1,bab,3.0
HRV000005201589,0,b,1.0
HRV000011603541,0,bab,3.0
HRV000011603547,0,b,1.0
HRV000003200940,0,bb,2.0
HRV000003200950,0,b,1.0
HRV000003200953,0,b,1.0
HRV000009402875,1,aaaaabab,8.0
HRV000003801138,1,ab,2.0
HRV000003801128,0,b,1.0
HRV000005401653,0,b,1.0
HRV000009302846,0,b,1.0
HRV000009302838,0,b,1.0
HRV000012603858,0,b,1.0
HRV000009202824,0,b,1.0
HRV000009202833,0,b,1.0
HRV000001000297,0,bb,2.0
HRV000001000308,1,ab,2.0
HRV000001000294,0,b,1.0
HRV000001000298,1,ab,2.0
HRV000000800243,0,b,1.0
HRV000000800223,0,b,1.0
HRV000004201285,1,bab,3.0
HRV000004201281,0,a,1.0
HRV000002600767,0,a,1.0
HRV000002600753,0,b,1.0
HRV000009502906,0,b,1.0
HRV000009502896,0,b,1.0
HRV000009502911,0,b,1.0
HRV000016304982,1,ab,2.0
HRV000016304990,1,ab,2.0
HRV000016305004,1,bab,3.0
HRV000003100906,0,b,1.0
HRV000003100915,1,ab,2.0
HRV000006301948,1,abab,4.0
HRV000006301953,0,a,1.0
HRV000009102800,0,b,1.0
HRV000009102798,0,aaaaa,5.0
HRV000009102792,0,a,1.0
HRV000009102796,0,b,1.0
HRV000009102789,1,abab,4.0
HRV000009102801,1,bab,3.0
HRV000010603220,0,a,1.0
HRV000010603234,1,ab,2.0
HRV000010603238,0,b,1.0
HRV000009802991,0,b,1.0
HRV000009802995,0,b,1.0
HRV000009802987,1,ab,2.0
HRV000006101897,0,b,1.0
HRV000002000566,0,b,1.0
HRV000002000576,0,b,1.0
HRV000010303147,0,a,1.0
HRV000010303144,1,bab,3.0
HRV000010303127,1,ab,2.0
HRV000012703885,1,ab,2.0
HRV000012703894,0,ba,2.0
HRV000012703902,0,b,1.0
HRV000012703899,0,a,1.0
HRV000007402282,1,ab,2.0
HRV000007402287,0,a,1.0
HRV000007402281,0,b,1.0
HRV000007402309,0,b,1.0
HRV000006702087,0,aa,2.0
HRV000002700797,1,aab,3.0
HRV000002700798,0,b,1.0
HRV000009702959,0,b,1.0
HRV000009702961,1,ab,2.0
HRV000009702955,1,ab,2.0
HRV000009702946,0,a,1.0
HRV000009702950,1,abaaaaab,8.0
HRV000012503835,1,ab,2.0
HRV000012503826,1,bab,3.0
HRV000012503833,0,b,1.0
HRV000012503836,0,a,1.0
HRV000012503831,0,b,1.0
HRV000015604769,1,ab,2.0
HRV000015604800,0,a,1.0
HRV000015604772,0,bb,2.0
HRV000015604791,0,bb,2.0
HRV000004601391,1,ab,2.0
HRV000004601386,1,ab,2.0
HRV000004601382,0,b,1.0
HRV000004601395,1,ab,2.0
HRV000004601403,0,b,1.0
HRV000004601389,1,ab,2.0
HRV000014504423,1,ab,2.0
HRV000014504446,1,ab,2.0
HRV000014504445,0,b,1.0
HRV000008502634,1,ab,2.0
HRV000008502645,1,abab,4.0
HRV000008502628,0,a,1.0
HRV000008502650,1,ab,2.0
HRV000008502640,0,b,1.0
HRV000011403485,0,b,1.0
HRV000011403484,1,ab,2.0
HRV000011403470,0,b,1.0
HRV000011403489,0,a,1.0
HRV000011403491,1,abab,4.0
HRV000000100002,0,b,1.0
HRV000000100014,1,ab,2.0
HRV000000100006,0,aa,2.0
HRV000000100009,0,bb,2.0
HRV000000100017,1,ababb,5.0
HRV000000100018,1,ab,2.0
HRV000015004591,0,aa,2.0
HRV000015004596,0,b,1.0
HRV000015004585,1,ab,2.0
HRV000015004607,0,a,1.0
HRV000007002185,0,a,1.0
HRV000007002188,0,b,1.0
HRV000007002182,1,baab,4.0
HRV000007002159,1,ab,2.0
HRV000007002179,0,b,1.0
HRV000007002155,0,a,1.0
HRV000010103076,1,abab,4.0
HRV000010103067,0,b,1.0
HRV000010103087,1,bab,3.0
HRV000010103070,1,abab,4.0
HRV000010103062,0,a,1.0
HRV000010803289,1,aabb,4.0
HRV000004001217,1,ab,2.0
HRV000004001191,0,b,1.0
HRV000004001204,0,b,1.0
HRV000004001218,0,ba,2.0
HRV000004001214,1,bab,3.0
HRV000004001205,0,b,1.0
HRV000000500145,1,ab,2.0
HRV000000500136,1,ab,2.0
HRV000000500131,0,b,1.0
HRV000000500138,0,b,1.0
HRV000000500148,1,abaaaaab,8.0
HRV000002100592,0,b,1.0
HRV000002100603,0,b,1.0
HRV000002100591,0,b,1.0
HRV000002100606,0,b,1.0
HRV000002100600,0,b,1.0
HRV000002100599,0,b,1.0
HRV000002100593,1,ab,2.0
HRV000001500448,1,ab,2.0
HRV000001500426,0,b,1.0
HRV000001500435,0,b,1.0
HRV000001200354,1,aaaaab,6.0
HRV000001200353,0,b,1.0
HRV000001200349,0,b,1.0
HRV000013003996,0,b,1.0
HRV000013004000,0,a,1.0
HRV000007902432,0,bb,2.0
HRV000007902425,0,b,1.0
HRV000007902435,1,ab,2.0
HRV000012803920,1,abab,4.0
HRV000012803933,1,ab,2.0
HRV000014104302,1,abab,4.0
HRV000014104299,1,bab,3.0
HRV000007802407,1,abab,4.0
HRV000015304685,0,b,1.0
HRV000015304678,1,ab,2.0
HRV000015304691,1,bab,3.0
HRV000010403157,1,bab,3.0
HRV000010403159,0,b,1.0
HRV000010403166,1,bab,3.0
HRV000010403181,1,ab,2.0
HRV000010403154,1,bab,3.0
HRV000008302587,1,ab,2.0
HRV000008302586,0,b,1.0
HRV000008302562,0,a,1.0
HRV000014204354,0,b,1.0
HRV000014204321,1,bab,3.0
HRV000014204332,0,b,1.0
HRV000014204329,0,b,1.0
HRV000014204340,0,b,1.0
HRV000006001847,1,ab,2.0
HRV000006001850,1,ab,2.0
HRV000004701431,1,ab,2.0
HRV000004701427,0,b,1.0
HRV000004701421,0,a,1.0
HRV000004701423,1,ab,2.0
HRV000004701441,0,a,1.0
HRV000012403810,1,bab,3.0
HRV000012403790,1,bab,3.0
HRV000012403792,0,b,1.0
HRV000012403781,0,b,1.0
HRV000012403809,1,bab,3.0
HRV000003501045,1,abab,4.0
HRV000003501049,0,a,1.0
HRV000003501033,1,ab,2.0
HRV000003501063,1,ab,2.0
HRV000001900542,0,a,1.0
HRV000001900523,0,b,1.0
HRV000001900521,1,ab,2.0
HRV000001900536,1,baab,4.0
HRV000001900530,1,ab,2.0
HRV000010503212,0,bb,2.0
HRV000010503209,1,abab,4.0
HRV000010503190,1,ab,2.0
HRV000003601069,0,a,1.0
HRV000000400122,0,b,1.0
HRV000000400119,1,ab,2.0
HRV000000400113,0,b,1.0
HRV000005601720,1,ab,2.0
HRV000015504744,0,a,1.0
HRV000015504763,1,ab,2.0
HRV000014804538,0,b,1.0
HRV000014804520,0,b,1.0
HRV000014804542,0,bb,2.0
HUN000016203768,0,b,1.0
HUN000009702274,0,a,1.0
HUN000007001532,0,a,1.0
HUN000011002575,0,b,1.0
HUN000006901522,0,b,1.0
HUN000005701219,0,b,1.0
HUN000017203996,0,b,1.0
HUN000012502830,0,b,1.0
HUN000013002979,1,ab,2.0
HUN000005201130,1,ab,2.0
HUN000005201120,0,b,1.0
HUN000011602701,0,b,1.0
HUN000012702889,1,bab,3.0
HUN000012702877,1,abab,4.0
HUN000007701677,1,bab,3.0
HUN000007701680,1,ab,2.0
HUN000007701676,0,b,1.0
HUN000009402207,1,ab,2.0
HUN000009402227,1,bab,3.0
HUN000012902942,0,a,1.0
HUN000015903714,0,b,1.0
HUN000005801240,0,b,1.0
HUN000005801222,0,b,1.0
HUN000015403598,0,b,1.0
HUN000015403599,0,b,1.0
HUN000009202147,0,b,1.0
HUN000013603117,1,ab,2.0
HUN000015703673,0,b,1.0
HUN000015703663,0,b,1.0
HUN000015703661,0,b,1.0
HUN000014103238,0,b,1.0
HUN000013903200,0,b,1.0
HUN000004701040,0,b,1.0
HUN000004701043,1,ab,2.0
HUN000013403063,0,b,1.0
HUN000013403060,0,b,1.0
HUN000013403072,1,ab,2.0
HUN000020304755,1,bab,3.0
HUN000020304752,0,b,1.0
HUN000017804099,0,a,1.0
HUN000006001283,1,abab,4.0
HUN000006001255,1,ab,2.0
HUN000008501946,0,b,1.0
HUN000008501920,0,a,1.0
HUN000008501921,0,b,1.0
HUN000004601012,1,ab,2.0
HUN000004601008,0,b,1.0
HUN000004901047,0,a,1.0
HUN000004901055,0,bb,2.0
HUN000004901058,0,b,1.0
HUN000007501661,1,ab,2.0
HUN000008401906,0,b,1.0
HUN000008401910,1,ab,2.0
HUN000013503085,0,b,1.0
HUN000000100027,1,abab,4.0
HUN000000100022,1,ab,2.0
HUN000000100029,1,bab,3.0
HUN000010302421,0,b,1.0
HUN000010302436,0,b,1.0
HUN000011102595,1,bab,3.0
HUN000011102600,0,ab,2.0
HUN000011102585,1,abab,4.0
HUN000010702533,1,bab,3.0
HUN000010702518,0,b,1.0
HUN000005301149,1,bab,3.0
HUN000005301152,0,b,1.0
HUN000000400080,1,bab,3.0
HUN000000400064,0,b,1.0
HUN000000400094,0,ab,2.0
HUN000000900209,1,bab,3.0
HUN000000900214,1,ab,2.0
HUN000000900222,0,b,1.0
HUN000017904136,0,b,1.0
HUN000017904150,0,a,1.0
HUN000015203531,0,bb,2.0
HUN000019904665,1,ab,2.0
HUN000011302616,0,b,1.0
HUN000002800610,1,ab,2.0
HUN000013103001,0,b,1.0
HUN000005101095,0,b,1.0
HUN000005101089,0,b,1.0
HUN000014803409,0,a,1.0
HUN000014803402,1,ab,2.0
HUN000008301866,0,b,1.0
HUN000008301867,0,b,1.0
HUN000003500745,1,ab,2.0
HUN000003500754,1,abb,3.0
HUN000001400298,0,bb,2.0
HUN000001400316,0,a,1.0
HUN000001400287,1,ab,2.0
HUN000013803174,1,ab,2.0
HUN000013803171,0,a,1.0
HUN000013803190,1,abab,4.0
HUN000013803193,1,bab,3.0
HUN000004400936,0,b,1.0
HUN000004400939,1,bab,3.0
HUN000012602849,0,b,1.0
HUN000012602839,0,b,1.0
HUN000006801488,1,ab,2.0
HUN000006801508,1,bab,3.0
HUN000012302762,1,abab,4.0
HUN000014503315,0,b,1.0
HUN000014503331,0,b,1.0
HUN000015503635,1,ab,2.0
HUN000015503649,0,b,1.0
HUN000006401398,1,bab,3.0
HUN000006401413,0,b,1.0
HUN000010802567,1,ab,2.0
HUN000004500980,0,b,1.0
HUN000004500982,1,aab,3.0
HUN000015003462,0,a,1.0
HUN000015003464,1,ab,2.0
HUN000000500100,0,b,1.0
HUN000007301599,1,bab,3.0
HUN000007301576,0,b,1.0
HUN000001700344,0,b,1.0
HUN000002400462,0,b,1.0
HUN000002400461,0,b,1.0
HUN000002400455,0,a,1.0
HUN000010402456,0,b,1.0
HUN000019704604,0,a,1.0
HUN000003900827,0,b,1.0
HUN000002900631,0,b,1.0
HUN000002900640,0,bb,2.0
HUN000017103994,0,b,1.0
HUN000002700581,1,ab,2.0
HUN000019604551,0,b,1.0
HUN000019604553,0,a,1.0
HUN000014303275,0,b,1.0
HUN000014303296,0,b,1.0
HUN000020004675,0,b,1.0
HUN000018604315,0,b,1.0
HUN000008902066,0,b,1.0
HUN000008601960,1,bab,3.0
HUN000020204744,0,b,1.0
HUN000017504026,0,bb,2.0
HUN000017504013,0,a,1.0
HUN000017504022,0,b,1.0
HUN000003200686,0,b,1.0
HUN000003200701,0,b,1.0
HUN000019304471,0,b,1.0
HUN000013303023,1,ab,2.0
HUN000015803700,0,b,1.0
HUN000015803696,0,b,1.0
HUN000015303560,0,b,1.0
HUN000015303576,0,b,1.0
HUN000015303551,0,b,1.0
HUN000010102360,1,ab,2.0
HUN000015103494,1,ab,2.0
HUN000018704339,0,b,1.0
HUN000018704337,1,abab,4.0
HUN000019004429,1,ab,2.0
HUN000007801700,1,ab,2.0
HUN000002100415,0,b,1.0
HUN000002100411,1,abb,3.0
HUN000006101298,1,bab,3.0
HUN000016603893,0,b,1.0
HUN000016603883,1,aab,3.0
HUN000006201352,0,b,1.0
HUN000006201338,0,b,1.0
HUN000010602503,0,b,1.0
HUN000018504297,0,b,1.0
HUN000018504298,0,b,1.0
HUN000011502646,0,b,1.0
HUN000011502655,0,a,1.0
HUN000007401630,0,b,1.0
HUN000011402635,1,ab,2.0
HUN000003800819,0,b,1.0
